Instruction,Response
Complete the following sentence,"Reports of suffering are upsetting, but it's a mistake to think we can do nothing about it. Many problems we face are of our own making. Since we are social animals who need friends, the least we can do is smile and respond to others warm-heartedly—that will make a difference."
Complete the following sentence,"The more people learn to tackle their afflictive emotions, the more individuals will achieve peace of mind, and the more individuals achieve inner peace, the greater are the prospects for peace in the world."
Complete the following sentence,"Seeing how negative emotions lead to negative consequences can help us overcome them. Just as we can learn how helpful love and compassion can be, we can come to understand that anger, pride, jealousy and arrogance can be detrimental. We need to use reason and human intelligence."
Complete the following sentence,"Mentally and emotionally we humans are all the same. We can all feel anger and hatred, but also have the potential to cultivate compassion, forgiveness and tolerance. Since these constructive emotions are supported by reason, we can use our brains to develop and strengthen them."
Complete the following sentence,"One of the lessons we need to learn is how to cultivate those positive emotions that counter destructive emotions like anger and fear. Compassion, for example, brings self-confidence and the ability to act transparently. It strengthens trust which is the ground for friendship."
Complete the following sentence,"Young children don’t care about differences of nationality, faith or race. So long as their companions smile, they play together happily. It seems it’s only as we grow up, in the course of education, that focussing on secondary differences between people creates trouble."
Complete the following sentence,"It’s useful to reflect not only on how anger, fear and suspicion destroy our peace of mind, but also on how peace of mind gives us the confidence to act honestly and truthfully. We are social animals and we need friends. We make friends on the basis of trust."
Complete the following sentence,"My dedication is to serve the 7 billion human beings on this planet and the other creatures with whom we share it. If you can, help and serve others, but if you can’t at least don’t harm them; then in the end you will feel no regret."
Complete the following sentence,"When you find that all human beings are just like you, it fosters a spirit of friendship. You’ll find there's less need to hide things, and as a result, feelings of fear, self-doubt, and insecurity are automatically dispelled. What’s more you’ll earn the trust of other people."
Complete the following sentence,"Education needs to be combined with a sincere, compassionate motivation. When intelligence and warm-heartedness are combined, individuals will be happier and more at peace with themselves, their families will benefit and as a result the wider community will benefit too."
Complete the following sentence,"Compassion is concern for others—sincere concern for others’ well-being founded on awareness of our own experience. Since it makes us happy when others show us affection and offer us help, if we show others affection and readiness to help they too will feel joy."
Complete the following sentence,"An effective means of teaching someone how to be more warm and compassionate is to use reasoning about the value and benefits of compassion, having them reflect on how they feel when someone is kind to them. This can prepare them to be warmer and more compassionate to others."
Complete the following sentence,"Let’s reflect on what gives meaning to our lives, and set our priorities on the basis of that. We need to be positive. We weren't born to cause trouble or to do harm to others. For life to be of value, we must develop basic good human qualities—warmth, kindness, compassion."
Complete the following sentence,"Genuine friendship is not based on money and power, but on trust, which in turn develops as a result of showing concern for other people’s well-being. In other words, friendship is founded on warm-heartedness."
Complete the following sentence,"Ideas may travel from the top down, but the movements that put them into effect have to work from the bottom up. I am encouraged to see young people trying to bring about positive change. Confident because their efforts are based on truth and reason—therefore they will succeed."
Complete the following sentence,"If you set out to cheat and deceive others you’ll be tense and anxious in case you’re found out. But if you live your life and conduct your business on the basis of truth and honesty, it gives you a sense of satisfaction and self-confidence that is also a source of inner strength"
Complete the following sentence,"Of the 7 billion human beings alive today, no one wants to suffer; no one chooses to have problems. Yet, many of the problems we face are our own creation. Why? Because of ignorance. But ignorance is not permanent and whether we overcome it depends on whether we make the effort."
Complete the following sentence,"Compassion and concern for others are the key to human survival. People with no interest in religion sometimes disregard qualities like patience and compassion, which they associate with religious practice. In fact, they are relevant to anyone who wishes to live a happy life."
Complete the following sentence,"How we view human nature can mean the difference between living in a world filled with people who are perceived as hostile, violent and dangerous, or as essentially kind, helpful and gentle. A deep awareness of the essential goodness of human beings can give us courage and hope."
Complete the following sentence,Our life depends on others so much that at the root of our existence is a fundamental need for love. That is why it is good to cultivate an authentic sense of responsibility and concern for the welfare of others.
Complete the following sentence,"In our education system, we need to include lessons, like those concerning physical hygiene, that focus on mental and emotional hygiene, that teach how to develop a healthy mind. This is the core of what I call secular ethics."
Complete the following sentence,"If you restrain from wrong-doing, people will see you as a friend and you’ll be happy. When people are powerful and wealthy, but dishonest, people don’t like them, even if they don’t show it to their faces. If you do good, you’ll have friends and when you’re gone you’ll be missed"
Complete the following sentence,"Honest concern for others is the key factor in improving our day to day lives. When you are warm-hearted, there is no room for anger, jealousy or insecurity. Healthy, happy families and a healthy peaceful nation are dependent on warm-heartedness."
Complete the following sentence,"We need patience to protect our peace of mind, our compassionate mind. Patience is part of our defense, as is forgiveness. Enemies and troublemakers are helpful in that they give us the opportunity to exercise patience and forgiveness."
Complete the following sentence,"Mental transformation takes time, but it becomes easier with familiarity. Don’t entertain unrealistic expectations; it doesn’t take place quickly. It requires patience and determination over months and years, but if you keep it up, at the end of your life you’ll be content."
Complete the following sentence,"Our intelligence helps us regulate our emotions. Fear, for example, is based on mistrust and a lack of self-confidence. If, on the other hand, we remain honest and truthful, open and tolerant, we will have greater self-confidence and overcome fear."
Complete the following sentence,"I am a bit skeptical about what we call blessings. I believe the ultimate source of blessings is within us. A good motivation and honesty bring self-confidence, which attracts the trust and respect of others. Therefore, the real source of blessings is in our own mind."
Complete the following sentence,"The young people of this 21st century represent our planet now. They have the ability to bring about change. Even as climate change increases in intensity, they can work together in the spirit of brotherhood and sisterhood to find and share solutions. They are our real hope."
Complete the following sentence,"Because anger and hostility destroy our peace of mind, it is they that are our real enemy. Anger ruins our health; a compassionate attitude restores it. If it were basic human nature to be angry, there’d be no hope, but since it is our nature to be compassionate, there is."
Complete the following sentence,"Time’s always moving on; nothing can stop it. We can’t change the past, but we can still learn from it. And we can shape the future, creating a more peaceful era, by adopting a realistic approach, recognising that the more compassionate you are, the more you’ll find inner peace."
Complete the following sentence,"Time is always moving on; nothing can stop it. We can’t change the past, but we can shape the future. The more compassionate you are, the more you will find inner peace."
Complete the following sentence,"From kindergarten onwards we need education to strengthen inner values not just pursue material goals. We need to introduce emotional hygiene, much as we teach physical hygiene. This way we can address the problems we face, in the hope of making this a century of non-violence."
Complete the following sentence,"We have to learn how to use our time properly. It's important to make our lives meaningful. Bullying and cheating others may give a short-term return, but leaves a nagging sense of unease. Money doesn't yield real satisfaction, whereas compassion does."
Complete the following sentence,"Any idea that concern for others, though a noble quality, is a matter for our private lives only, is simply short sighted. Compassion belongs to every sphere of activity, including, of course, the workplace."
Complete the following sentence,"The ultimate source of a happy life is warmheartedness. Even animals display some sense of compassion. When it comes to human beings, compassion can be combined with intelligence. Through the application of reason, compassion can be extended to all 7 billion human beings."
Complete the following sentence,"Cooperation comes from friendship, friendship comes from trust, and trust comes from kindheartedness. Once you have a genuine sense of concern for others, there’s no room for cheating, bullying, or exploitation; instead, you can be honest, truthful and transparent in your conduct"
Complete the following sentence,"In working for the good of humanity I don't think of myself just as a Tibetan or a Buddhist, but as a human being. We have to think of the whole of humanity. Being human is the common ground in our efforts to create a better world, because we all survive in dependence on others."
Complete the following sentence,"We may sometimes feel that we can’t do much as individuals, but humanity is made up of individuals; we can make a difference. As individuals we can influence our own families. Our families can influence our communities and our communities can influence our nations."
Complete the following sentence,"Peace is not just the mere absence of violence or disturbance. It's when there is a possibility of conflict, but you deliberately avoid violence and adopt methods to solve the problem through peaceful means. That is real peace."
Complete the following sentence,"Women have been shown to be more sensitive to others' suffering, whereas, warriors celebrated for killing their opponents are almost always men. We need to see more women in leadership roles and more closely involved in education about compassion.#InternationalWomensDay"
Complete the following sentence,"When we’re under the sway of anger or attachment, we’re limited in our ability to take a full and realistic view of the situation. When the mind is compassionate, it is calm and we’re able to use our sense of reason practically, realistically, and with determination."
Complete the following sentence,We won’t bring about peace in the world merely by praying for it; we have to take steps to tackle the violence and corruption that disrupt peace. We can’t expect change if we don’t take action.
Complete the following sentence,"I feel optimistic about the future because humanity seems to be growing more mature; scientists are paying more attention to our inner values, to the study of mind and the emotions. There is a clear desire for peace and concern for the environment."
Complete the following sentence,"The first drawback of anger is that it destroys our inner peace; the second is that it distorts our view of reality. If we think about this and come to understand that anger is really unhelpful, that it is only destructive, we can begin to distance ourselves from anger."
Complete the following sentence,"Spiritual practice involves, on the one hand, acting out of concern for others' well-being. On the other, it entails transforming ourselves so that we become more readily disposed to do so."
Complete the following sentence,"It is very important to generate a good attitude, a good heart, as much as possible. From this, happiness in both the short term and the long term for both yourself and others will come."
Complete the following sentence,"All the positive states of mind such as love, compassion, insight and so on, have the quality that you can enhance their capacity and increase their potential to a limitless degree, if you regularly practice them through training and by developing constant familiarity with them."
Complete the following sentence,We should practise by showing affection and helping one another. It is a mistake to pursue happiness and to seek to the avoid suffering by deceiving and humiliating other people. We must try to achieve happiness and eliminate suffering by being considerate and good-hearted.
Complete the following sentence,"Our visit to this planet is short, so we should use our time meaningfully, which we can do by helping others wherever possible. And if we cannot help others, at least we should try not to create pain and suffering for them."
Complete the following sentence,"True compassion isn’t just an emotional response but a firm commitment founded on reason. Therefore, our compassion for others doesn’t change even if they behave negatively. Our sense of responsibility for others gives rise to a wish to help them actively overcome their problems."
Complete the following sentence,"Modern education is premised strongly on materialistic values. It is vital that when educating our children’s brains that we do not neglect to educate their hearts, a key element of which has to be the nurturing of our compassionate nature."
Complete the following sentence,"Compassion is something really worthwhile. It is not just a religious or spiritual subject, not a matter of ideology. It is not a luxury, it is a necessity."
Complete the following sentence,"A source of trouble is our unruly minds. We can counter that by developing a warm heart. We need to effect an inner transformation, to understand that love and affection are a real source of joy."
Complete the following sentence,"If love is defined as a wish that others be happy and compassion as the wish that they be free from suffering, and you cultivate love and compassion within yourself, it will ensure happiness, good health and peace of mind."
Complete the following sentence,"All things originate in the mind. Actions and events depend heavily on motivation. Appreciation of humanity, compassion and love are key points. If we develop a good heart, whether our field is science, agriculture or politics, since motivation is so crucial, they’ll all improve."
Complete the following sentence,"When you care for others, you manifest an inner strength despite any difficulties you face. Your own problems will seem less significant and bothersome to you. Reaching beyond your own problems and taking care of others, you gain confidence, courage and a greater sense of calm."
Complete the following sentence,"Negative thoughts and emotions undermine the very causes of peace and happiness. In fact, when we think properly, it is totally illogical to seek happiness if we do nothing to restrain angry, spiteful, and malicious thoughts and emotions."
Complete the following sentence,It’s good to remember that other human beings are like us. We are born the same way; we die the same way. While we’re alive it’s better to be able to trust each other as friends. We earn other people’s trust when we show a genuine concern for their well-being.
Complete the following sentence,"Love, kindness, compassion and tolerance are qualities common to all the great religions, and whether or not we follow any particular religious tradition, the benefits of love and kindness are obvious to anyone."
Complete the following sentence,"For some people the idea of compassion entails a complete disregard for or even a sacrifice of their own interests. This is not the case. In fact, we first of all have to have a wish to be happy ourselves – if we don’t love ourselves like that, how can we love others?"
Complete the following sentence,"Everybody appreciates kindness, but unfortunately our modern education system, with its materialistic goals, doesn’t have much room for inner values. We need to make people more aware of such inner values on the basis of scientific findings, common sense and common experience."
Complete the following sentence,"We need friends and friendship is based on trust. To earn trust, money and power aren’t enough; you have to show some concern for others. You can’t buy trust in the supermarket."
Complete the following sentence,"Even more important than the warmth and affection we receive, is the warmth and affection we give. It is by giving warmth and affection, by having a genuine sense of concern for others, in other words through compassion, that we gain the conditions for genuine happiness."
Complete the following sentence,"Human beings are social animals. What brings us together is love and affection—anger drives us apart. Just as we employ physical hygiene to protect our health, we need emotional hygiene, the means to tackle our destructive emotions, if we are to achieve peace of mind."
Complete the following sentence,"We all want to live a happy life, so we have to learn to live together in trust and mutual respect. We do have differences of race, nationality, religious faith and so on, but these differences are secondary in comparison to our equality in being human."
Complete the following sentence,"The quality of what we do depends on our motivation, which is why we have to learn how to cultivate a compassionate mind."
Complete the following sentence,"Anger can be reduced if we work to cultivate love and affection. However, we first have to come to terms with whatever benefits or disadvantages anger may bring. Primarily, anger destroys our peace of mind; loving-kindness earns us friends and eliminates the risk of being alone."
Complete the following sentence,"Be honest, truthful, and altruistic. If you concern yourself with taking care of others, there’ll be no room for lies, bullying and cheating. If you’re truthful you can live transparently, which will enable you to establish trust, the basis for making friends."
Complete the following sentence,"We need to be determined to achieve positive change, and also be able to take a long view of what needs to be done. What is important is not to become demoralized. Optimism leads to success; pessimism leads to defeat. One person can be the source of inspiration for many others."
Complete the following sentence,"I don’t think of myself just as a Tibetan or a Buddhist, but as a human being. We have to think of the whole of humanity. Being human is the common ground in our efforts to create a better world. Remember, we all survive in dependence on others."
Complete the following sentence,"Because motivation pervades all action, it is important that we have a positive motivation. Whatever we are involved in, whether it's politics, education, medicine, law, engineering, science, business or industry, the nature of our motivation determines the character of our work."
Complete the following sentence,"As social animals we need friends, but we make friends on the basis of trust, which comes about as a result of affection and concern for others. You can’t buy trust or acquire it by use of force. Its source is warm-heartedness."
Complete the following sentence,"The creation of a more peaceful and happier society has to begin from the level of the individual, and from there it can expand to one's family, to one's neighborhood, to one's community and so on."
Complete the following sentence,"Kindness and a good heart are the foundation for success in this life, progress on the spiritual path, and the fulfillment of our aspirations. Our need for them is not limited to any specific time, place, society, or culture."
Complete the following sentence,"Anger and fear undermine our immune system, while warm-heartedness brings peace of mind. Therefore, just as we teach children to comply with physical hygiene for the good of their health, we should also counsel them in a kind of hygiene of the emotions."
Complete the following sentence,"In our quest for happiness and the avoidance of suffering, we are all fundamentally the same, and therefore equal. Despite all the characteristics that differentiate us - race, language, religion, gender, wealth and many others - we are all equal in terms of our basic humanity."
Complete the following sentence,We seek happiness in external things without realizing that they don’t help when we have problems within. We need to focus instead on the joy that comes with peace of mind that allows us to remain happy whatever happens.
Complete the following sentence,"For many people, the only tangible value is money. And of course money has its place, but the value of cultivating a compassionate attitude is much more effective. When we only pay attention to material values, there’s little room for concern for others, or for mutual regard."
Complete the following sentence,"Leaving aside the perspective of spiritual practice, even in worldly terms, in terms of our enjoying a happy day-to-day existence, the calmer our minds are, the greater our peace of mind will be and the greater will be our ability to enjoy a happy and joyful life."
Complete the following sentence,"Problems will always arise, but we need to address them differently. We need to engage in dialogue to resolve them rather than resorting to the use of force. #PeaceDayChallenge"
Complete the following sentence,"We are intelligent, we have seed of compassion from birth. Using reason and intelligence we can enhance our sense of compassion and come to understand how its opposite, anger, is harmful."
Complete the following sentence,"In the present circumstances, no one can afford to assume that someone else will solve their problems. Each one of us has a responsibility to help guide our global family in the right direction. Good wishes are not sufficient; we must become actively engaged."
Complete the following sentence,"A sense of contentment is crucial to being happy. Physical health, material wealth and friends contribute to this, but contentment governs our relations with them all."
Complete the following sentence,"In our modern society everything seems geared to material development, even our systems of education. As a result we no longer pay sufficient attention to our inner values, which leads to mental unrest. In order to address this imbalance we need to pay more attention to our minds"
Complete the following sentence,"If we were really to see one another as brothers and sisters, there would be no basis for division, cheating and exploitation among us. Therefore it’s important to promote the idea of the oneness of humanity, that in being human we are all the same."
Complete the following sentence,The first of my personal commitments is to work to increase human happiness by encouraging the cultivation of inner values and a sense of concern for others’ well being. These are the key factors whether one is a religious person or not.
Complete the following sentence,"Since we desire the true happiness that is brought about by a calm mind, and such peace of mind arises only from having a compassionate attitude, we need to make a concerted effort to develop compassion."
Complete the following sentence,"As a human being I’m aware that we are all physically, mentally and emotionally the same and we all want to live a happy life. Scientists say our basic nature is compassionate. It’s clear that love and affection bring people together."
Complete the following sentence,"Irrespective of whether we have faith in religion or not, it’s good to be more compassionate. It makes us happier as individuals with a positive influence on our families and the neighborhood where we live."
Complete the following sentence,"We can achieve peace of mind if we tackle our destructive emotions, so the goal of making the 21st century an era of peace and compassion is feasible. It will involve finding solutions to problems in dialogue, not the use of force."
Complete the following sentence,"Human beings are social animals and it is love that brings us together, while anger drives us apart. To live more peacefully and joyfully in our day to day lives, we need a warm heart."
Complete the following sentence,"Making others happy is not a question of sacrificing our own happiness. Trying to make others happy, even when we do not always succeed, is a source of great satisfaction. Anger and hatred are signs of weakness, while compassion is a sure sign of strength."
Complete the following sentence,Many of the problems we face today are our own creation. Creating a more peaceful world requires a peaceful mind and a peaceful heart. As human brothers and sisters we must live together in tolerance and affection.
Complete the following sentence,"As human beings we need to assess whether anger has any value - it destroys our peace of mind. Compassion, on the other hand, brings optimism and hope."
Complete the following sentence,"The kind of behavior that really is spiritual practice consists of refraining from falsehood and abiding by the truth, neither humiliating nor mocking others, being humble, and having a good heart and helping others."
Complete the following sentence,"When our intentions toward others are good, we find that any feelings of anxiety or insecurity we may have are greatly reduced. We experience a liberation from our habitual preoccupation with self and paradoxically, this gives rise to strong feelings of confidence."
Complete the following sentence,Inner transformation is not a matter of faith or prayer. It involves reason and the use of human intelligence. A calm and healthy mind has a very positive effect on our physical health and well-being.
Complete the following sentence,"Ethics are not a collection of commandments and prohibitions to abide by, but a natural inner offering that can bring happiness and satisfaction to ourselves and others."
Complete the following sentence,"Virtually all of us have benefited from our mother’s affection at the start of our lives. When someone is on their deathbed, if he or she is surrounded by loved ones they can pass away peacefully. From birth to death we all need affection."
Complete the following sentence,"While many people consider sensory experience as the main source of happiness, really it is peace of mind. What destroys peace of mind is anger, hatred, anxiety and fear. Kindness counters this—and through appropriate education we can learn to tackle such emotions."
Complete the following sentence,"Cultivating a close, warm-hearted feeling for others automatically puts the mind at ease. It helps remove whatever fears or insecurities we may have and gives us the strength to cope with any obstacles we encounter. It is the ultimate source of success in life."
Complete the following sentence,I am one of the 7 billion human beings alive today. We each have a responsibility to think about humanity and the good of the world because it affects our own future. We weren’t born on this planet at this time to create problems but to bring about some benefit.
Complete the following sentence,"If you develop a pure and sincere motivation, if you are motivated by a wish to help on the basis of kindness, compassion, and respect, then you can carry on any kind of work, in any field, and function more effectively."
Complete the following sentence,Prayer by itself is not sufficient to bring about peace of mind. What is much more effective is coming to understand the workings of the mind and learning how to tackle the mental afflictions that disturb it.
Complete the following sentence,"I always consider that the shape of the future is in our hands. The past is past and can’t be changed, but the future has not yet arrived. Young people have the opportunity and responsibility to shape it by creating a better world."
Complete the following sentence,"We may say prayers when we are trying to solve the problems we face, but it is up to us to put an end to violence and bring about peace. Creating peace is our responsibility. To pray for peace while still engaging in the causes that give rise to violence is contradictory."
Complete the following sentence,"In today’s interconnected and globalized world, it’s now commonplace for people of different world views, faiths and races to live side by side. It’s a matter of great urgency, therefore, that we find ways to cooperate with one another in a spirit of mutual acceptance and respect"
Complete the following sentence,"The world belongs to its 7 billion inhabitants. In the past, communities could flourish in isolation, but now we can’t. This World Environment Day let’s remember that we depend on each other and that to meet the challenge of climate change, we have to work together."
Complete the following sentence,Some people consider the practice of love and compassion is only related to religious practice and if they are not interested in religion they neglect these inner values. But love and compassion are qualities that human beings require just to live together.
Complete the following sentence,"Because of our intelligence we human beings are uniquely capable not only of creating problems, but of doing so on a large scale. Therefore, it is important that we use our intelligence in constructive ways. That’s what warm-heartedness and concern for others lead us to do."
Complete the following sentence,"Everyone wants to lead a peaceful, happy life, but happiness and success aren’t measured by how much money you have, but by whether you have inner peace in your heart."
Complete the following sentence,"I’m Tibetan, I’m Buddhist and I’m the Dalai Lama, but if I emphasize these differences it sets me apart and raises barriers with other people. What we need to do is to pay more attention to the ways in which we are the same as other people."
Complete the following sentence,People inflict pain on others in their selfish pursuit of happiness and satisfaction. Yet true happiness comes from a sense of brotherhood and sisterhood. We need to cultivate a sense of universal responsibility for one another and the planet we share.
Complete the following sentence,Compassion is of little value if it just remains an idea. It must motivate how we respond to others and be reflected in all our thoughts and actions.
Complete the following sentence,"We are, you might say, ""brainwashed"" into thinking that money is the source of happiness while what we really need to know is that inner peace is something that comes from within."
Complete the following sentence,"I often ask myself what is the purpose of our lives and I conclude that life's purpose is to be happy. We have no guarantee what will happen in the future, but we live in hope. That's what keeps us going."
Complete the following sentence,"Scientists warn that constant fear and anger are bad for our health, while being compassionate and warm-hearted contributes to our physical and mental well-being. Therefore, just as we observe physical hygiene to stay well, we need to cultivate a kind of emotional hygiene too."
Complete the following sentence,"There is a link between our physical and verbal actions and emotions. If, instead of anger, hatred and suspicion, we are moved by loving-kindness, we will naturally have greater respect for others and our actions will be non-violent."
Complete the following sentence,"There are always problems to face, but it makes a difference if our minds are calm. On the surface we may get upset, but it makes a difference if we are able to stay calm in the depths of our minds."
Complete the following sentence,"Humanity's thirst for natural resources can only be sustained if we adapt our patterns of consumption. Competition for necessities like water, food and land will inevitably intensify. To meet the challenge of climate change and environmental depletion we must all cooperate."
Complete the following sentence,"Not only is it the case that happy people are more willing to help others, but as I generally point out, helping others is the best way to help yourself, the best way to promote your own happiness. It is you, yourself, who will receive the benefit."
Complete the following sentence,"Compassion reduces our fear, boosts our confidence, and opens us to inner strength. By reducing distrust, it opens us to others and brings us a sense of connections with them and a sense of purpose and meaning in life."
Complete the following sentence,"I feel that it’s crucial to have a clear recognition of the value of your objective. That's the important thing. Recognizing that your objective is worthy, because it involves others' welfare or the general well-being of the community, gives you the determination to pursue it."
Complete the following sentence,"In the modern world, where the pursuit of money is considered more important than the cultivation of inner values a fresh approach is required to incorporate secular ethics or universal values into the system of education."
Complete the following sentence,"Our real enemies and the enemies of humanity are negative emotions like anger and hatred. Indeed, people who are dominated by powerful negative emotions should be objects of our compassion."
Complete the following sentence,"Change in the world comes from individuals, from the inner peace in individual hearts. Just as ripples spread out when a single pebble is dropped into water, the actions of individuals can have far-reaching effects."
Complete the following sentence,In our day to day life warm-heartedness is the key factor for happiness.
Complete the following sentence,"World peace can only be based on inner peace. If we ask what destroys our inner peace, it's not weapons and external threats, but our own inner flaws like anger. This is one of the reasons why love and compassion are important, because they strengthen us. This is a source of hope"
Complete the following sentence,"The many factors which divide us are actually much more superficial than those we share. Despite all of the things that differentiate us – race, language, religion, gender, wealth and so on – we are all equal concerning our fundamental humanity."
Complete the following sentence,"When each of us learns to appreciate the critical importance of ethics and makes inner values like compassion and patience an integral part of our basic outlook on life, the effects will be far-reaching."
Complete the following sentence,"In today’s materialistic world there is a risk of people becoming slaves to money, as though they were simply cogs in a huge money-making machine. This does nothing for human dignity, freedom, and genuine well-being. Wealth should serve humanity, and not the other way around."
Complete the following sentence,"Peace has a great deal to do with warm-heartedness and respect for the lives of others, avoiding doing them harm and regarding their lives as being as precious as our own. If, on that basis, we can also be of help to others, so much the better."
Complete the following sentence,"Insofar as the destructive effects of anger and hateful thoughts are concerned, one cannot get protection from wealth nor education. The only factor that can give protection from the destructive effects of anger and hatred is the practice of tolerance and patience."
Complete the following sentence,"Because of the great differences in our ways of thinking, it is inevitable that we have different religions and faiths. Each has its own beauty. And it is much better that we live together on the basis of mutual respect and mutual admiration."
Complete the following sentence,"The very purpose of spirituality is self-discipline. Rather than criticizing others, we should evaluate and criticize ourselves. Ask yourself, what am I doing about my anger, my attachment, my pride, my jealousy? These are the things we should check in our day to day lives."
Complete the following sentence,"Genuine friends, are attracted by a warm heart, not money, not power. A genuine friend considers you as just another human being, as a brother or sister, and shows affection on that level, regardless of whether you are rich or poor, or in a high position; that is a genuine friend"
Complete the following sentence,"Compassion suits our physical condition, whereas anger, fear and distrust are harmful to our well-being. Therefore, just as we learn the importance of physical hygiene to physical health, to ensure healthy minds, we need to learn some kind of emotional hygiene."
Complete the following sentence,"Although I am a Buddhist monk, I am skeptical that prayers alone will achieve world peace. We need instead to be enthusiastic and self-confident in taking action."
Complete the following sentence,"I believe the ultimate source of blessings is within us. A good motivation and honesty bring self-confidence, which attracts the trust and respect of others. Therefore the real source of blessings is in our own mind."
Complete the following sentence,"The basic foundation of humanity is compassion and love. This is why, if even a few individuals simply try to create mental peace and happiness within themselves and act responsibly and kind-heartedly towards others, they will have a positive influence in their community."
Complete the following sentence,"Many people think that patience is a sign of weakness. I think this is a mistake. It is anger that is a sign of weakness, whereas patience is a sign of strength."
Complete the following sentence,"Developing inner values is much like physical exercise. The more we train our abilities, the stronger they become. The difference is that, unlike the body, when it comes to training the mind, there is no limit to how far we can go."
Complete the following sentence,"Destructive thoughts and emotions undermine the very causes of peace and happiness. If you think clearly about it, it makes no sense to think you’re seeking happiness, if you do nothing to restrain angry, spiteful, and malicious thoughts and emotions."
Complete the following sentence,Modern education pays little attention to inner values and yet our basic human nature is compassionate. We need to incorporate compassion and warm-heartedness into the modern education system to make it more holistic.
Complete the following sentence,"I really feel that some people neglect and overlook compassion because they associate it with religion. Of course, everyone is free to choose whether they pay religion any regard, but to neglect compassion is a mistake because it is the source of our own well-being."
Complete the following sentence,Whether science or religion is constructive or destructive depends on our motivation and whether we are guided by a real concern for the well-being of others and an appreciation of the oneness of humanity.
Complete the following sentence,"I am convinced we can become happier individuals, happier communities and a happier humanity by cultivating a warm heart, allowing our better selves to prevail."
Complete the following sentence,"Karma means action and action motivated by compassion is good. To complain that what happens to you is just the result of your karma is lazy. Instead, confidently recalling the advice that, ""You are your own master,"" you can change what happens by taking action."
Complete the following sentence,"Within each of us exists the potential to contribute positively to society. Although one individual among so many on this planet may seem too insignificant, it is our personal efforts that will determine the direction our society is heading."
Complete the following sentence,"We need to strengthen such inner values as contentment, patience and tolerance, as well as compassion for others. Keeping in mind that it is expressions of affection rather than money and power that attract real friends, compassion is the key to ensuring our own well-being."
Complete the following sentence,"I consider non-violence to be compassion in action. It doesn’t mean weakness, cowering in fear, or simply doing nothing. It is to act without violence, motivated by compassion, recognizing the rights of others."
Complete the following sentence,"Meditation is about keeping the mind clear; thinking deeply about reality. It’s about thinking about our emotions, asking ourselves ‘Why do I feel angry?’ and coming to understand the advantages and sound basis of positive emotions like warm-heartedness."
Complete the following sentence,"Peace in the world depends on peace within. If we have that we can approach problems in a spirit of compassion, dialogue and respect for the rights of others—always a better solution than resorting to a use of weapons and force. External disarmament depends on inner disarmament."
Complete the following sentence,"Peace is not brought about through conflict, but through compassion—creating peace of mind within ourselves. We all need compassion and women can take a lead role in encouraging others to let it flower within them. My own first teacher of kindness and compassion was my mother."
Complete the following sentence,"Some people mistakenly conclude that cultivating compassion is all about others’ benefit, whereas the first benefit is to us. Compassion brings us peace of mind. It attracts friends. Friends are based on trust and trust develops when we show concern for others."
Complete the following sentence,"What is important is not so much how long you live as whether you live a meaningful life. This doesn’t mean accumulating money and fame, but being of service to your fellow human beings. It means helping others if you can, but even if you can’t do that, at least not harming them."
Complete the following sentence,"We can change our minds. We don’t have to give in to anger and hatred. Since compassion and anger cannot co-exist, the more we cultivate compassion the more our anger will be reduced."
Complete the following sentence,"Anger and aggression sometimes seem to be protective because they bring energy to bear on a particular situation, but that energy is blind. It takes a calm mind to be able to consider things from different angles and points of view."
Complete the following sentence,"The use of force may control people physically, but it won’t change their hearts and minds. You can only do that on the basis of trust and friendship."
Complete the following sentence,Change in the world always begins with an individual who shares what he or she has learned and passes it on to others.
Complete the following sentence,The most crucial use of knowledge and education is to understand the importance of developing a good heart.
Complete the following sentence,"We all want to live a happy life, which is our right, and the key to doing so is developing compassion for others."
Complete the following sentence,We need to improve the current education system by introducing instructions on ways to cultivate positive emotions like warm-heartedness.
Complete the following sentence,"Compassion brings inner peace and whatever else is going on, that peace of mind allows us to see the whole picture more clearly."
Complete the following sentence,"Compassion is the essence of a spiritual life—to be successful in practicing love and compassion, patience and tolerance are indispensable."
Complete the following sentence,I’m convinced that today’s young people can achieve a more peaceful world if they cultivate warm-heartedness and inner peace.
Complete the following sentence,"The more compassionate our mind, the more we’ll be able to lead our lives transparently, honestly, truthfully, with nothing to hide."
Complete the following sentence,"People go to great lengths to look physically attractive, but inner beauty is a more important and stronger basis for lasting relationships."
Complete the following sentence,As social animals we need friends and what attracts them is trust. And trust grows when we show real concern for others’ well-being.
Complete the following sentence,"Peace doesn’t come from prayer alone, it requires us to take action. Our goal should be a demilitarized world. #PeaceDayChallenge"
Complete the following sentence,"Whatever our religious faith, showing others loving kindness is the best way to bring about inner peace."
Complete the following sentence,"I’m just one human being, but I believe each one of us has a responsibility to contribute to a happier humanity."
Complete the following sentence,"Religious people pray for peace, but prayer alone is not enough, what will bring peace in the world is people cultivating peace of mind."
Complete the following sentence,As a human brother I'm committed to letting people know that we all possess the seeds of love and compassion.
Complete the following sentence,Using harsh words reflects narrow-mindedness—to be happy and joyful we need friends. Friendship is based on trust and treating others kindly
Complete the following sentence,"Just as we protect our health by observing physical hygiene, by tackling our destructive emotions with skill we’ll achieve emotional hygiene"
